Image,Class,W400,W410,W420,W430,W440,W450,W460,W470,W480,W490,W500,W510,W520,W530,W540,W550,W560,W570,W580,W590,W600,W610,W620,W630,W640,W650,W660,W670,W680,W690,W700
bcc_orig_331.mat,bcc,0.4953841,0.54211247,0.5473635,0.51877147,0.4919025,0.47784024,0.4858974,0.4893161,0.45959207,0.5243268,0.5846172,0.6450854,0.69194883,0.75289345,0.803652,0.81371427,0.82428634,0.8761934,0.9055813,0.9468032,0.97788894,1.0030738,1.0192442,0.9156149,0.8327666,0.83378166,0.8342775,0.784783,0.85592586,0.92232376,0.9645536
bcc_orig_332.mat,bcc,0.44191974,0.49497166,0.505279,0.4802212,0.45492673,0.44687396,0.45769873,0.4606106,0.44473848,0.501886,0.5541908,0.6169948,0.6593435,0.7146869,0.75547075,0.76408094,0.77675533,0.83592576,0.8707423,0.8981914,0.91416496,0.937014,0.95150554,0.8417191,0.7573504,0.7690039,0.78678316,0.76337796,0.8453572,0.9173526,0.9549871
bcc_orig_333.mat,bcc,0.459689,0.49915302,0.4944552,0.46418607,0.427885,0.4042213,0.4036947,0.40748623,0.4060817,0.45582312,0.49105245,0.55227715,0.5933572,0.64595693,0.6789768,0.68893075,0.7108184,0.74010646,0.74146855,0.79799503,0.8146062,0.822302,0.8303521,0.7564119,0.6905681,0.6817117,0.6942297,0.7009406,0.7604037,0.80029476,0.82706416
bcc_orig_334.mat,bcc,0.45839196,0.5177134,0.5375907,0.51716906,0.49451023,0.49293813,0.5154849,0.52783376,0.5126331,0.57968074,0.64419675,0.71295553,0.7720435,0.85542583,0.92316216,0.9414608,0.9502168,1.0262183,1.0744784,1.1056546,1.1313709,1.1716615,1.1934997,1.0697664,0.97599465,0.9847551,0.9949763,0.95072347,1.0298474,1.1011935,1.1427191
bcc_orig_335.mat,bcc,0.4931238,0.54054195,0.5425763,0.509289,0.47591877,0.46007413,0.4622954,0.4627423,0.43828827,0.5000316,0.5529951,0.6152413,0.65993273,0.71209586,0.7515277,0.7599233,0.77564365,0.8275145,0.8529829,0.8940644,0.9132527,0.9281218,0.93654984,0.83625567,0.75351423,0.7532047,0.7669674,0.75173426,0.8226654,0.87948847,0.9139844
bcc_orig_336.mat,bcc,0.40341783,0.44536707,0.4316734,0.4051848,0.378373,0.36004627,0.36354825,0.3628504,0.36928245,0.40833953,0.4309953,0.4930311,0.5219146,0.57187665,0.59521794,0.60767615,0.6327166,0.6540189,0.6510924,0.718107,0.7376225,0.7511581,0.7690281,0.7050917,0.64386123,0.6328152,0.63614655,0.6379132,0.68803626,0.71586144,0.72849876
bcc_orig_337.mat,bcc,0.3994691,0.4346778,0.4141323,0.3832759,0.35284916,0.33267003,0.32842216,0.32103908,0.309345,0.35359854,0.37681526,0.4333787,0.45782846,0.4969944,0.51743495,0.5254909,0.5377727,0.5574062,0.55942494,0.64663124,0.68902946,0.7121176,0.7374819,0.6897731,0.63912433,0.6162354,0.604892,0.62220925,0.6517429,0.6614089,0.6534139
bcc_orig_338.mat,bcc,0.4684743,0.50242174,0.47544423,0.44043058,0.40487075,0.37369618,0.36851686,0.36770645,0.3718809,0.4169959,0.4388443,0.5085046,0.5483118,0.6045068,0.62918425,0.6418781,0.6697573,0.66333544,0.6249881,0.7175235,0.7410762,0.73950475,0.75071836,0.70813996,0.65362984,0.6212337,0.6124003,0.62330467,0.6603414,0.66338116,0.674762
bcc_orig_339.mat,bcc,0.5652515,0.60939133,0.61308354,0.5776718,0.5433067,0.5181597,0.5210066,0.52743524,0.49555725,0.56858116,0.63623255,0.7036189,0.76452196,0.8354983,0.89384174,0.9031361,0.9147378,0.96182203,0.9763976,1.0239267,1.051317,1.0644112,1.071135,0.9654704,0.87494546,0.86818355,0.87605786,0.819065,0.89630544,0.9503464,1.0024575
bcc_orig_34.mat,bcc,0.5269054,0.5679927,0.5570788,0.5201168,0.48710355,0.46070227,0.45966718,0.45922458,0.43675432,0.49723864,0.54586387,0.6139098,0.66376394,0.72579724,0.7669462,0.77728635,0.79493016,0.8271693,0.82225215,0.88210976,0.9014916,0.9061918,0.91354144,0.8319165,0.7538951,0.7405083,0.7452939,0.71016175,0.7736227,0.808122,0.84818757
bcc_orig_340.mat,bcc,0.40980044,0.44735038,0.41784853,0.38885218,0.3589098,0.33910167,0.3428681,0.34461743,0.373918,0.40210566,0.4070287,0.4723653,0.49756494,0.5497369,0.56384146,0.5827762,0.62373614,0.61375254,0.5795089,0.6728314,0.6910123,0.6957023,0.71293145,0.6771307,0.62906814,0.60083383,0.5894633,0.6102186,0.63820666,0.64311624,0.64624435
bcc_orig_341.mat,bcc,0.6054602,0.6582956,0.6753665,0.6415496,0.6165625,0.6065465,0.6188998,0.62765896,0.56578004,0.6601066,0.7548963,0.8231099,0.89655036,0.9702394,1.0393478,1.0422912,1.0339719,1.1059287,1.1426592,1.1687866,1.1985427,1.2170889,1.220517,1.0844531,0.9736348,0.9757531,0.982646,0.8883638,0.9748606,1.0319753,1.0814894
bcc_orig_342.mat,bcc,0.45039904,0.48667267,0.45554492,0.42087877,0.38395151,0.36077866,0.3605094,0.3615943,0.38703656,0.42116916,0.42923698,0.49907035,0.5314971,0.58759457,0.60347545,0.62259036,0.6674753,0.65215,0.60728216,0.7095604,0.7291171,0.72980666,0.74260104,0.70860344,0.6573903,0.620187,0.6054756,0.6347566,0.6622407,0.6650201,0.6753079
bcc_orig_343.mat,bcc,0.42814398,0.46496034,0.44706935,0.41554093,0.37440756,0.3446245,0.3442128,0.34803128,0.3638824,0.40466237,0.4203283,0.48069578,0.5086164,0.5672603,0.59774697,0.61593187,0.6399995,0.6623964,0.6565458,0.75472265,0.79063493,0.82281864,0.85226464,0.8022306,0.7433213,0.7168199,0.7090538,0.72798145,0.7678861,0.78619576,0.8146016
bcc_orig_344.mat,bcc,0.4014297,0.4488047,0.43680882,0.40618947,0.37217838,0.36300206,0.36855218,0.36834934,0.37517995,0.4157514,0.4366153,0.49661866,0.5237356,0.5646839,0.57922775,0.5891023,0.6127609,0.6409298,0.6461653,0.7104627,0.7289579,0.74874115,0.7693803,0.708245,0.65320665,0.6455333,0.65302145,0.69274473,0.73315215,0.7570938,0.75295424
bcc_orig_345.mat,bcc,0.36531988,0.39415056,0.37319103,0.35541606,0.3351111,0.3063309,0.302097,0.29982528,0.30958357,0.34205037,0.3543254,0.40862072,0.4270571,0.46875122,0.49289405,0.507422,0.51958185,0.5298754,0.5243302,0.5964452,0.6163943,0.6200308,0.63288426,0.58217585,0.5289793,0.5066634,0.4974191,0.49923956,0.52932096,0.5340021,0.52189404
bcc_orig_346.mat,bcc,0.5620783,0.6027648,0.58412546,0.5422135,0.49257696,0.45316884,0.4464583,0.45541853,0.46577755,0.52590054,0.556983,0.63841265,0.69632536,0.7685819,0.80317026,0.82191545,0.8655489,0.8605554,0.80909306,0.90289783,0.90968466,0.8935654,0.88545525,0.8181715,0.73491454,0.69154054,0.69118935,0.7120592,0.77061296,0.78028387,0.818176
bcc_orig_347.mat,bcc,0.43819037,0.47337574,0.4439451,0.41016835,0.3687594,0.3507663,0.3485088,0.34701967,0.36710086,0.4029418,0.40707186,0.47038954,0.49639353,0.54413354,0.5566534,0.5740163,0.60961294,0.6038911,0.57513267,0.6918364,0.7289695,0.7496404,0.77430236,0.74801373,0.7051109,0.662998,0.6416997,0.7081287,0.7177311,0.71067375,0.6970434
bcc_orig_348.mat,bcc,0.45308644,0.49665156,0.49924323,0.47121975,0.4461059,0.4345272,0.43872842,0.4358305,0.4046602,0.46091127,0.50972027,0.5606677,0.5924564,0.6384179,0.6756189,0.68227506,0.69413036,0.7529613,0.79260665,0.84573334,0.88370615,0.91586584,0.93685025,0.84396136,0.76626694,0.76466143,0.7686834,0.73031706,0.7894201,0.8374495,0.86286724
bcc_orig_349.mat,bcc,0.46248773,0.50218105,0.48273405,0.4486213,0.40827033,0.38213724,0.37983257,0.38334304,0.39903936,0.44256207,0.46224976,0.5306985,0.5700556,0.62449324,0.6472444,0.6613481,0.6951671,0.7014482,0.6752135,0.75419235,0.765759,0.76194054,0.76600707,0.710981,0.65124446,0.626061,0.6286717,0.6607216,0.7027068,0.7166814,0.7231907
bcc_orig_35.mat,bcc,0.19352056,0.24383731,0.21773233,0.20897733,0.193557,0.18806921,0.20862897,0.21354328,0.25302702,0.27574274,0.2584391,0.31862253,0.3176929,0.36096618,0.3738444,0.40314123,0.41820762,0.42685026,0.43136242,0.5183752,0.5424813,0.57994604,0.62325585,0.5862446,0.54917705,0.5288584,0.4985015,0.565322,0.57254815,0.5748106,0.53000236
bcc_orig_350.mat,bcc,0.49007246,0.532907,0.527324,0.49654502,0.46827203,0.44681242,0.4491272,0.44903845,0.43058363,0.48750892,0.5349232,0.6012159,0.64747214,0.7084729,0.7503844,0.7617725,0.7792373,0.8149743,0.81943506,0.87192947,0.8917197,0.90155816,0.9115708,0.8243027,0.74680597,0.73919004,0.74373436,0.7102469,0.7768876,0.8228242,0.8601001
bcc_orig_351.mat,bcc,0.37962323,0.41818324,0.40597194,0.3798299,0.34384775,0.327656,0.33244893,0.3375397,0.35668018,0.3890229,0.4016821,0.44611585,0.4575194,0.49313027,0.50901103,0.51855075,0.5373901,0.5650319,0.5838902,0.6652231,0.7069151,0.7486857,0.7880839,0.7453045,0.70726544,0.70351464,0.70906276,0.74235684,0.770206,0.782939,0.76515967
bcc_orig_352.mat,bcc,0.39889607,0.43141875,0.4039781,0.3716598,0.32823762,0.30883652,0.3056967,0.30485085,0.32545552,0.3582279,0.3600768,0.41412702,0.43120182,0.47062597,0.48180604,0.49679574,0.52558196,0.525312,0.51221174,0.6244762,0.66998005,0.7032228,0.7378153,0.7181256,0.68694484,0.6532782,0.634488,0.7086955,0.71398485,0.71040684,0.6879423
bcc_orig_353.mat,bcc,0.23107289,0.27406707,0.24360432,0.23069526,0.21404494,0.2039829,0.21893808,0.2214093,0.2580772,0.28018633,0.26905715,0.32777378,0.3286049,0.37057656,0.38452512,0.41132393,0.4271893,0.42943266,0.42948425,0.5202444,0.55025667,0.5794781,0.6174339,0.58424765,0.5481696,0.52407277,0.49154618,0.53916603,0.5448087,0.54482293,0.5017558
bcc_orig_354.mat,bcc,0.56227285,0.6109158,0.6149289,0.5754847,0.53544873,0.50387347,0.50541365,0.51449823,0.4876258,0.5652239,0.63481003,0.7091223,0.77331614,0.84269774,0.8964363,0.9034062,0.9128909,0.95815593,0.9633511,0.9996242,1.0117832,1.0107495,1.0089315,0.8962617,0.80002487,0.79913145,0.8194152,0.775584,0.872175,0.9353415,0.9965931
bcc_orig_355.mat,bcc,0.44182104,0.47437468,0.46811208,0.44109416,0.4130801,0.39222497,0.38778272,0.3836787,0.3654316,0.41211736,0.44796243,0.49659616,0.52468896,0.56537247,0.59573585,0.6019968,0.6163898,0.6534565,0.67419,0.7357942,0.76937467,0.78964746,0.80500346,0.7335915,0.6692013,0.6571129,0.6586088,0.64053226,0.68556213,0.7179618,0.73382664
bcc_orig_356.mat,bcc,0.43051344,0.47290567,0.46082017,0.43378407,0.4066833,0.38491544,0.38728467,0.38799304,0.39173493,0.43497035,0.46458054,0.5297959,0.5656079,0.6195691,0.6488434,0.66085577,0.6828744,0.7040087,0.699387,0.75980705,0.77592236,0.78330755,0.7970401,0.72676677,0.6625523,0.65359265,0.6610595,0.65482527,0.71098876,0.74049914,0.7551678
bcc_orig_357.mat,bcc,0.6791528,0.7197853,0.7295107,0.69311297,0.66399235,0.63787884,0.6384259,0.6483091,0.5892541,0.6822837,0.7706947,0.83941156,0.91834176,0.9952577,1.065874,1.0649619,1.0591264,1.0973867,1.1043968,1.173223,1.2250577,1.2479762,1.2602017,1.1543217,1.0527105,1.0288969,1.0302113,0.9319918,0.9960128,0.9997284,1.0387008
bcc_orig_358.mat,bcc,0.43450797,0.47417492,0.47308695,0.455566,0.43221438,0.42448223,0.43506077,0.44052657,0.43820336,0.48071247,0.50530875,0.5529594,0.5822276,0.6400682,0.68335116,0.70165944,0.7226042,0.7623856,0.79016745,0.8821915,0.93612957,0.9898482,1.0303099,0.97489744,0.92272997,0.90134436,0.88810074,0.88048506,0.8902622,0.8808257,0.8553446
bcc_orig_359.mat,bcc,0.5490895,0.5954666,0.60194683,0.5670001,0.533987,0.51580614,0.52034396,0.52499634,0.49168104,0.5622745,0.6303163,0.6946361,0.7517719,0.81444204,0.86716455,0.8742246,0.88597554,0.93702984,0.96064246,0.99317086,1.0148633,1.0270101,1.031537,0.9190637,0.8286675,0.83009505,0.8397581,0.7871154,0.8677857,0.93591005,0.98790973
bcc_orig_36.mat,bcc,0.57807875,0.6184855,0.6020478,0.55861896,0.5181134,0.47853336,0.4746228,0.48031947,0.46720427,0.53152084,0.580649,0.65682536,0.71766216,0.7920174,0.8353379,0.84229803,0.85912335,0.87433636,0.84031564,0.9157151,0.9336356,0.9301537,0.9357753,0.86380696,0.78329694,0.7604739,0.7705064,0.72667897,0.7927668,0.8018136,0.84486294
bcc_orig_360.mat,bcc,0.3457182,0.4034477,0.4040358,0.39242312,0.38101882,0.39899537,0.4305297,0.4387666,0.4514528,0.48093018,0.49596396,0.54133236,0.55794394,0.61640185,0.65238655,0.67830235,0.70622253,0.76626235,0.8186451,0.9004065,0.95020276,1.0222842,1.0754298,1.0087411,0.9542453,0.9468802,0.92912096,0.91577226,0.92060477,0.9188204,0.8784818
bcc_orig_361.mat,bcc,0.4936564,0.54487634,0.56035084,0.53475827,0.51027846,0.50371635,0.5185707,0.5261824,0.49316958,0.5632359,0.6336331,0.69306505,0.7461518,0.8148115,0.8757754,0.88561726,0.8905868,0.9583848,1.0063877,1.0385896,1.0740572,1.1104742,1.1299032,1.0105885,0.92048514,0.92742336,0.930482,0.86714643,0.9423095,1.0150197,1.0568322
bcc_orig_362.mat,bcc,0.4755533,0.52445924,0.52739227,0.4920561,0.45160562,0.43415028,0.43913677,0.44612435,0.43358016,0.49362278,0.5426841,0.599303,0.63602227,0.6803266,0.71196127,0.71547633,0.7234616,0.7731399,0.8002597,0.84309196,0.867399,0.89325327,0.9131314,0.82320285,0.7511341,0.7595889,0.7796115,0.7789024,0.8494453,0.9024285,0.9313979
bcc_orig_363.mat,bcc,0.40772268,0.44838434,0.44246578,0.4201139,0.3986708,0.38422295,0.38883325,0.38760224,0.37847847,0.42239544,0.45484433,0.50677896,0.53036594,0.5740188,0.60332996,0.61307275,0.62685144,0.66602594,0.6901138,0.74986094,0.78152627,0.8072263,0.8290195,0.7529032,0.6861327,0.6787581,0.6771195,0.6525761,0.6984231,0.7296083,0.73732466
bcc_orig_364.mat,bcc,0.44985032,0.48565018,0.48203856,0.45417747,0.4263634,0.40876564,0.4071407,0.40373918,0.3836513,0.43223223,0.47175053,0.5232642,0.55612653,0.60140806,0.6351518,0.6425764,0.6596244,0.69898814,0.7198763,0.77795595,0.8107541,0.83273095,0.8489404,0.772995,0.7064168,0.6971906,0.69972575,0.6775808,0.7272512,0.7663904,0.78985775
bcc_orig_365.mat,bcc,0.49295828,0.5297371,0.50748116,0.47230205,0.43793398,0.40745464,0.40504834,0.4060916,0.40497354,0.4528762,0.48025388,0.54772776,0.5902979,0.65065897,0.68074507,0.69203377,0.7148175,0.7239083,0.69587845,0.7781888,0.79743546,0.7995146,0.8114724,0.75914806,0.69825685,0.6730754,0.6731993,0.6647711,0.7053985,0.70535094,0.7181631
bcc_orig_366.mat,bcc,0.5587168,0.6021529,0.61314833,0.57528996,0.5315114,0.49998358,0.50000054,0.5109653,0.4833072,0.55885094,0.6276331,0.6905674,0.7496482,0.81024194,0.8623898,0.86507803,0.8724114,0.9273307,0.94617933,0.970774,0.9807772,0.9815645,0.97690237,0.86185104,0.7695102,0.77701306,0.8051481,0.7675684,0.86443275,0.93519443,0.99541026
bcc_orig_367.mat,bcc,0.48566803,0.53445077,0.5343607,0.4991791,0.4602122,0.43902025,0.44541064,0.45348427,0.44457743,0.5057128,0.55373937,0.6192962,0.6643964,0.7234116,0.76230717,0.77292573,0.7909714,0.8317277,0.8426772,0.89405125,0.91374046,0.9336288,0.9494246,0.85836,0.7790919,0.7777558,0.7917597,0.7812777,0.85646486,0.9089817,0.9563944
bcc_orig_368.mat,bcc,0.51813346,0.5547732,0.542986,0.50627553,0.46948022,0.43783206,0.43334398,0.43459427,0.4215424,0.47805104,0.5218137,0.5884741,0.6369939,0.69669676,0.73527837,0.7448526,0.76556885,0.78868985,0.7761567,0.8390306,0.85715395,0.8560209,0.85986376,0.7853459,0.7127451,0.6975804,0.70467895,0.681004,0.74465454,0.77876246,0.81843215
bcc_orig_369.mat,bcc,0.40370694,0.45403817,0.45791396,0.43759647,0.417387,0.40829122,0.42096716,0.42399228,0.4205755,0.46760613,0.50710094,0.56952274,0.6070416,0.66692054,0.7061941,0.71929926,0.7369245,0.7843524,0.807954,0.8471098,0.8630602,0.88740253,0.90778065,0.81560415,0.74245197,0.74855727,0.76224923,0.7390368,0.805491,0.85612524,0.8798873
bcc_orig_37.mat,bcc,0.39996052,0.44895247,0.46779168,0.4501742,0.42872748,0.42831948,0.44255093,0.4461525,0.42667174,0.47704148,0.5261601,0.573259,0.6061386,0.6559583,0.6988804,0.70574015,0.71727544,0.7824982,0.83810836,0.8668584,0.89943576,0.94579655,0.974185,0.87006605,0.79692245,0.8114639,0.82093114,0.79186213,0.8594894,0.93375504,0.9628981
bcc_orig_370.mat,bcc,0.2273531,0.28376782,0.2806505,0.28229877,0.27799684,0.29254258,0.3290586,0.34688675,0.41047305,0.41587982,0.4079047,0.4467466,0.4350823,0.47077283,0.4793884,0.49819764,0.52411395,0.5432353,0.57643664,0.6386229,0.6707396,0.73699903,0.7998299,0.7576258,0.72997874,0.74430126,0.73847246,0.74369264,0.74615777,0.73569167,0.661656
bcc_orig_371.mat,bcc,0.41907108,0.4648041,0.46821544,0.44478303,0.4171085,0.4034528,0.410318,0.41434547,0.41245928,0.46003947,0.49830824,0.55781704,0.59519166,0.6473039,0.6817356,0.691786,0.71113384,0.751266,0.76913285,0.81066895,0.8260208,0.8441271,0.8587657,0.7732756,0.70477766,0.70804137,0.72370803,0.7210365,0.7868464,0.8396544,0.8660893
bcc_orig_372.mat,bcc,0.2102102,0.2637934,0.24044394,0.23242435,0.22134152,0.21821338,0.24198079,0.24861851,0.30273193,0.31965545,0.3096421,0.3761034,0.37995824,0.42957583,0.44683114,0.47784021,0.4987931,0.50801325,0.5148205,0.5826732,0.5947454,0.61832786,0.6532219,0.6006839,0.5565931,0.5488043,0.5329571,0.57653725,0.5995158,0.613919,0.5719188
bcc_orig_373.mat,bcc,0.4481291,0.50915235,0.5253581,0.50338566,0.4827767,0.49003395,0.5131109,0.52042395,0.49810308,0.5591916,0.6162684,0.66866916,0.70277786,0.7616816,0.8110982,0.8245094,0.8336958,0.9194906,0.9920473,1.0369713,1.08141,1.1397636,1.172524,1.049943,0.9562514,0.9646179,0.9630022,0.9140159,0.9780152,1.040791,1.0579536
bcc_orig_374.mat,bcc,0.37635127,0.42820784,0.44102296,0.42727003,0.40573072,0.40664613,0.429811,0.4427421,0.4429369,0.48828426,0.5165157,0.56334627,0.59364116,0.65436345,0.69653964,0.7131265,0.728668,0.79704446,0.8393102,0.89698356,0.92605054,0.9798052,1.0153329,0.9377636,0.87404543,0.8741666,0.88241774,0.8744125,0.9093629,0.92531234,0.9234454
bcc_orig_375.mat,bcc,0.3651799,0.4108609,0.41817677,0.40249306,0.38323462,0.37822926,0.38986644,0.3924107,0.39540967,0.43413028,0.46607485,0.52116144,0.55195546,0.6034183,0.6363764,0.6475332,0.66798484,0.70916957,0.73450965,0.77740824,0.7992264,0.8308523,0.85532343,0.7737123,0.71012217,0.7149254,0.72564054,0.71930534,0.778708,0.83018315,0.85029876
bcc_orig_38.mat,bcc,0.61007285,0.62370527,0.5821593,0.5391971,0.47915542,0.44035438,0.42595848,0.43945524,0.4928345,0.5316765,0.53964645,0.60966396,0.6584961,0.7125319,0.7345103,0.74475044,0.73813766,0.69603246,0.6257477,0.801682,0.8819471,0.9016844,0.93513983,0.9522497,0.92837816,0.8665934,0.84751236,0.9309315,0.93043333,0.8669806,0.8597275
bcc_orig_39.mat,bcc,0.47811425,0.527694,0.5249846,0.49336994,0.46161434,0.43335497,0.43993506,0.44737452,0.44560337,0.50476736,0.55391246,0.6312854,0.68440133,0.7600144,0.8092657,0.82663524,0.8463162,0.88334805,0.87993485,0.9269379,0.9357362,0.9403901,0.94847244,0.8500977,0.7615215,0.7593145,0.7746552,0.7413651,0.83380044,0.8967608,0.96119654
bcc_orig_4.mat,bcc,0.4336428,0.46969798,0.4502197,0.41940734,0.38510448,0.36089522,0.35765395,0.3574417,0.36779273,0.40813953,0.42752814,0.4925142,0.52811664,0.57865715,0.60055095,0.61285025,0.6417051,0.6475821,0.62545973,0.7060274,0.72535914,0.72687846,0.73626506,0.68638396,0.631309,0.60660976,0.6065968,0.6306912,0.6695608,0.6817239,0.6874025
bcc_orig_40.mat,bcc,0.59238976,0.6298087,0.62347156,0.58666146,0.55371463,0.52503234,0.52354586,0.5271483,0.49866349,0.56571,0.62377155,0.69190377,0.7525304,0.8237754,0.8764496,0.8857188,0.9027644,0.92961216,0.9211972,0.99156827,1.0234984,1.0337869,1.0432307,0.9611893,0.8795722,0.85758996,0.8582544,0.80058366,0.85803455,0.8783659,0.92041916
bcc_orig_41.mat,bcc,0.47166276,0.5081776,0.49602064,0.46034527,0.40860748,0.37316394,0.3710657,0.38512936,0.4120757,0.46299604,0.48712406,0.5561926,0.59939826,0.6571432,0.6842682,0.69855946,0.72668236,0.72941387,0.69914585,0.7725061,0.7802068,0.7786085,0.7831616,0.72443885,0.66167504,0.64145637,0.65343946,0.7046232,0.76655793,0.8012052,0.8419752
bcc_orig_42.mat,bcc,0.37954596,0.43345013,0.44096088,0.43256855,0.4124978,0.41607368,0.4508088,0.47867683,0.50529,0.54858005,0.5648898,0.604447,0.622073,0.688253,0.7363363,0.7635221,0.7818826,0.84220314,0.8917704,0.99934506,1.0628673,1.1476843,1.2111617,1.1638097,1.1172631,1.1044827,1.09516,1.0836662,1.0709634,1.0164865,0.9498362
bcc_orig_43.mat,bcc,0.45691168,0.49894103,0.49604747,0.4603581,0.41665584,0.39247835,0.3927114,0.3997953,0.3995804,0.4531247,0.49352348,0.5507844,0.5878673,0.63191396,0.6592497,0.6624608,0.67043656,0.71007365,0.7215327,0.7694943,0.788002,0.80220413,0.8165619,0.74307764,0.68116564,0.68635833,0.7122868,0.7282526,0.79616743,0.8406901,0.8690988
bcc_orig_44.mat,bcc,0.46344885,0.50825226,0.49256173,0.45908266,0.42276156,0.39995664,0.40032944,0.40242916,0.410166,0.45777765,0.48496518,0.55580795,0.59617776,0.6528963,0.67939943,0.69420123,0.7244499,0.7404332,0.72379094,0.7954657,0.8073701,0.80892324,0.8163947,0.74844676,0.6795559,0.6600909,0.66446215,0.6835607,0.73669195,0.7616469,0.7784178
bcc_orig_45.mat,bcc,0.4506176,0.48795602,0.48614785,0.45787206,0.43239087,0.419605,0.41932172,0.4134548,0.38049376,0.4334258,0.4775851,0.52308667,0.549351,0.5878057,0.61968803,0.62310135,0.63167787,0.6826736,0.71966726,0.78276485,0.82953686,0.86339265,0.88676757,0.8063812,0.7366882,0.72883,0.7263108,0.6927027,0.7390361,0.77533424,0.7891071
bcc_orig_46.mat,bcc,0.45041928,0.4871573,0.46691984,0.43496478,0.4038413,0.37773377,0.37279448,0.36786604,0.3605696,0.40762597,0.4334382,0.5003094,0.5370795,0.58948255,0.61517376,0.62709254,0.6514777,0.66380894,0.64473945,0.72563165,0.7467021,0.75043356,0.76064277,0.70212173,0.63718784,0.6093175,0.6030706,0.60871667,0.65204906,0.6662913,0.6817427
bcc_orig_47.mat,bcc,0.470385,0.52110124,0.52683264,0.510848,0.4919538,0.49189493,0.5186137,0.5401824,0.5406803,0.5992161,0.6385613,0.6919099,0.73260856,0.8033775,0.85748374,0.8781126,0.8914282,0.9350807,0.96252835,1.0574144,1.1148436,1.1772156,1.2245936,1.1658888,1.1074007,1.0888647,1.077274,1.0428987,1.0474197,1.0079057,0.97165936
bcc_orig_48.mat,bcc,0.2570818,0.31763414,0.32152987,0.3197877,0.31218943,0.32517743,0.35762244,0.37007314,0.41241768,0.431623,0.43657404,0.485538,0.49105832,0.54055995,0.56621414,0.5905358,0.61280686,0.6623707,0.70926625,0.7651911,0.7906447,0.85057837,0.90093035,0.8334277,0.7849038,0.7957291,0.7982912,0.8100602,0.83107185,0.8391693,0.78870136
bcc_orig_49.mat,bcc,0.44267663,0.47592574,0.44691804,0.41659772,0.38385537,0.35483286,0.35108656,0.34893832,0.35707527,0.39788884,0.40934318,0.47742447,0.5122635,0.569772,0.59617925,0.6154119,0.6410247,0.6418813,0.6098691,0.70392555,0.72184575,0.7229407,0.73547053,0.6964544,0.6445136,0.6082601,0.59592646,0.6241236,0.64714587,0.64002544,0.6370572
bcc_orig_5.mat,bcc,0.4621769,0.5062889,0.51759374,0.48884752,0.45700562,0.44924733,0.45432055,0.45652544,0.42887813,0.4855538,0.54068756,0.5850655,0.6183763,0.6598359,0.7010691,0.7036889,0.70935977,0.7726923,0.8315251,0.8738051,0.921317,0.96624833,0.9938186,0.896569,0.8257479,0.8335078,0.84288526,0.81669044,0.87450135,0.9359175,0.9585365
bcc_orig_50.mat,bcc,0.5788111,0.6215363,0.61629754,0.57518137,0.53825724,0.50392705,0.50257975,0.5074457,0.4779921,0.5496873,0.61177325,0.6838515,0.7464049,0.81819665,0.8678041,0.8712325,0.8786716,0.9151631,0.90286535,0.9566853,0.9738443,0.9751634,0.9792763,0.8875009,0.79869914,0.7889,0.8038542,0.7421805,0.82150495,0.85112023,0.90264356
bcc_orig_51.mat,bcc,0.43521273,0.47528493,0.45234525,0.41801295,0.37480423,0.36116043,0.36315697,0.3655781,0.3869229,0.42300785,0.43024358,0.48940626,0.5148329,0.55739194,0.5671541,0.5807776,0.6120025,0.61640996,0.59776115,0.6985315,0.7300364,0.75482243,0.7823619,0.7522839,0.7127024,0.6850936,0.6773514,0.74623203,0.7602142,0.7543755,0.7361114
bcc_orig_52.mat,bcc,0.5646638,0.59806466,0.5986418,0.56269383,0.5289728,0.5034892,0.49864405,0.498248,0.45919296,0.5254369,0.5871699,0.64681655,0.70463985,0.7662248,0.81678087,0.8203724,0.83535063,0.8694873,0.8760242,0.93317133,0.96767175,0.979565,0.98533994,0.8961673,0.815864,0.7994011,0.8024845,0.7482175,0.81021035,0.8489056,0.8952192
bcc_orig_53.mat,bcc,0.42016593,0.46527034,0.46091503,0.43655753,0.41091752,0.39224872,0.39933628,0.4021905,0.39962304,0.44673845,0.48104784,0.5424594,0.5784965,0.63812536,0.67621833,0.69023746,0.70663023,0.7495496,0.7628065,0.8160678,0.83369756,0.85283065,0.87114596,0.79177827,0.72275585,0.7201788,0.7310833,0.71337354,0.7721788,0.80820304,0.8291057
bcc_orig_54.mat,bcc,0.570866,0.61397594,0.61907685,0.58287346,0.54772717,0.5245419,0.5261977,0.53114957,0.49581227,0.5682714,0.6360838,0.6998833,0.7586683,0.82443374,0.8802748,0.88801944,0.89961785,0.95089704,0.97109026,1.0125674,1.0372066,1.0493333,1.0531608,0.94395447,0.8519736,0.84744793,0.8566176,0.8009669,0.878879,0.93801147,0.9922506
bcc_orig_55.mat,bcc,0.36262265,0.4043357,0.3895758,0.36621863,0.34067163,0.32464984,0.32950985,0.33005902,0.34286156,0.37750545,0.39397427,0.45160043,0.47298405,0.51608366,0.5348056,0.54693276,0.5669367,0.5877638,0.59139115,0.6598361,0.682817,0.70089316,0.72281283,0.6650689,0.61083615,0.6000252,0.60115296,0.6160222,0.6566464,0.6782322,0.6763021
